name,url,remote_testing,adaptive_irt,test_types,solution_type,test_types_expanded,description,duration,languages,job_levels,assessment_length,downloads,name_verification
Retail Manager w/ Sales Solution,https://www.shl.com/solutions/products/product-catalog/view/retail-manager-w-sales-solution/,Yes,Yes,"A, B, P",Pre-packaged Job Solutions,,"The Retail Manager with Sales solution is an assessment used for job candidates applying to entry-level leadership positions who tend to supervise hourly employees but also have a significant portion of their job performance based on sales and customer service. Sample tasks for these jobs include, but are not limited to: planning and preparing work schedules, assigning employees to specific duties; promoting products to customers; training subordinates; building ongoing customer relationships; and making day-to-day decisions with minimal guidance from others. Potential job titles that use this solution are: Assistant Manager, Sales Supervisor, Retail Manager, and Floor Leader. There are multiple configurations and versions of this solution available.",Not specified,"English (USA),","Front Line Manager, Manager, Supervisor,",Approximate Completion Time in minutes = 43,"[{'title': 'Fact Sheet Retail Manager with Sales One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact%20Sheet%20Retail%20Manager%20with%20Sales%20One%20Sitting%20_USE.pdf', 'language': 'English (USA)'}]",Retail Manager w/ Sales Solution
Retail Sales Associate Solution,https://www.shl.com/solutions/products/product-catalog/view/retail-sales-associate-solution/,Yes,Yes,"A, B, P",Pre-packaged Job Solutions,,"The Retail Sales Associate solution is for entry-level retail positions in which employees proactively sell products to customers and have their pay and/or performance based on sales revenue. Sample tasks for these jobs include, but are not limited to: promoting products to customers, persuading customers to buy products, and completing a transaction with a customer. Potential job titles that use this solution are: Sales Representative, Retail Sales Associate, and Sales Clerk. There are multiple configurations and versions of this solution available.",Not specified,"English (USA),","Entry-Level,",Approximate Completion Time in minutes = 29,"[{'title': 'Fact Sheet Retail Sales Associate One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact%20Sheet%20Retail%20Sales%20Associate%20One%20Sitting%20_USE.pdf', 'language': 'English (USA)'}]",Retail Sales Associate Solution
Sales Director Solution,https://www.shl.com/solutions/products/product-catalog/view/sales-director-solution/,Yes,Yes,"A, B, P",Pre-packaged Job Solutions,,"The Sales Director solution is for mid- to senior-level sales management positions that oversee the sales function across multiple offices or geographic territories. Sample tasks for these jobs include, but are not limited to: directing a group of sales supervisors or sales managers, having profit and loss responsibility for a district or region, and aligning work with overall company goals. Potential job titles that use this solution are: Regional Sales Director, District Sales Manager, and Sales Director. Multiple configurations of this solution are available.",Not specified,"English (USA),","Director, Front Line Manager, Manager,",Approximate Completion Time in minutes = 59,"[{'title': 'Fact Sheet Sales Director One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact%20Sheet%20Sales%20Director%20One%20Sitting%20_USE.pdf', 'language': 'English (USA)'}]",Sales Director Solution
Sales Engineer Solution,https://www.shl.com/solutions/products/product-catalog/view/sales-engineer-solution/,Yes,Yes,"A, B, K, P, S",Pre-packaged Job Solutions,,"The Sales Engineer solution is designed for use with professional level telecommunications engineers with distinct sales responsibilities. The solution is focused on positions that involve the design of telecommunications networks for specific customer applications, and places an emphasis on reasoning ability and sales ability. Sample tasks may include: designing network solutions to meet customer needs, communicating technical information to all levels of clients participating in the sales process, assisting or owning the sales process, and ensuring proper implementation of contracted equipment and services. Potential job titles that use this solution are: Sales Engineer, Senior Technical Consultant, and Technical Sales Lead. There are multiple configurations of this solution available.",Not specified,"English (USA),","Professional Individual Contributor,",Approximate Completion Time in minutes = 61,"[{'title': 'Fact Sheet Telecommunications Suite Sales Engineer One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact%20Sheet%20Telecommunications%20Suite%20Sales%20Engineer%20One%20Sitting_USE.pdf', 'language': 'English (USA)'}]",Sales Engineer Solution
Sales Manager Solution,https://www.shl.com/solutions/products/product-catalog/view/sales-manager-solution/,Yes,Yes,"A, B, P",Pre-packaged Job Solutions,,"The Sales Manager solution is an assessment used for applying to entry to mid-level sales leadership positions that generally manage employees and have a significant portion of their job performance based on sales. Sample tasks for these jobs include, but are not limited to: planning and preparing sales plans, promoting products to customers, training subordinates, building ongoing customer relationships, and making day-to-day decisions with minimal guidance from others. Potential job titles that use this solution are: Sales Manager and Manager of Direct Sales.",Not specified,"English (USA),","Front Line Manager, Manager,",Approximate Completion Time in minutes = 63,"[{'title': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact%20Sheet%20Sales%20Manager.pdf', 'language': 'English (USA)'}]",Sales Manager Solution
Sales Professional 7.0 Solution,https://www.shl.com/solutions/products/product-catalog/view/sales-professional-7-0-solution/,Yes,No,"C, B",Pre-packaged Job Solutions,,"Our Sales Professional 7.0 solution is designed for entry to mid-level sales positions in which employees proactively sell products to customers, develop relationships with repeat customers, and have their pay and/or performance heavily based on sales revenue. Sample tasks for these jobs include, but are not limited to: promoting products to customers, persuading customers to buy products, and building ongoing customer relationships.
Report Language Availability: English (USA).",Not specified,"English International, English (USA), French (Canada), Latin American Spanish,","Mid-Professional, Professional Individual Contributor,",Approximate Completion Time in minutes = 21,"[{'title': 'Sample Report - Detailed', 'url': 'https://service.shl.com/docs/Sales%20Professional%207.0%20Detailed%20Report.pdf', 'language': 'English (USA)'}, {'title': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/SalesProfessional_7.0_FactSheet(USE).pdf', 'language': 'English (USA)'}, {'title': 'Sample Report - Development', 'url': 'https://service.shl.com/docs/Sales%20Professional%207.0%20Development%20Report.pdf', 'language': 'English (USA)'}, {'title': 'Sample Report - Interview', 'url': 'https://service.shl.com/docs/Sales%20Professional%207.0%20Interview%20Report.pdf', 'language': 'English (USA)'}]",Sales Professional 7.0 Solution
Sales Professional 7.1 (Americas),https://www.shl.com/solutions/products/product-catalog/view/sales-professional-7-1-%28americas%29/,Yes,No,"B, C",Pre-packaged Job Solutions,,"Our Sales Professional 7.1 solution is designed for entry to mid-level sales positions in which employees proactively sell products to customers, develop relationships with repeat customers, and have their pay and/or performance heavily based on sales revenue. Sample tasks for these jobs include, but are not limited to: promoting products to customers, persuading customers to buy products, and building ongoing customer relationships.",Not specified,"English (USA), Portuguese (Brazil), Latin American Spanish, French (Canada),","Professional Individual Contributor, Mid-Professional,",Approximate Completion Time in minutes = 21,[],Sales Professional 7.1 (Americas)
Sales Professional Solution,https://www.shl.com/solutions/products/product-catalog/view/sales-professional-solution/,Yes,Yes,"A, B, P",Pre-packaged Job Solutions,,"The Sales Professional solution is for entry to mid-level sales positions in which employees proactively sell products to customers, develop relationships with repeat customers, and have their pay and/or performance heavily based on sales revenue. Sample tasks for these jobs include, but are not limited to: promoting products to customers, persuading customers to buy products, and building ongoing customer relationships. Potential job titles that use this solution are: Sales Consultant, Sales Representative, and Account Representative. Multiple configurations of this solution are available.",Not specified,"English (USA),","Mid-Professional,",Approximate Completion Time in minutes = 47,"[{'title': 'Fact Sheet Sales Professional One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact%20Sheet%20Sales%20Professional%20One%20Sitting%20_USE.pdf', 'language': 'English (USA)'}]",Sales Professional Solution
Sales Representative Solution,https://www.shl.com/solutions/products/product-catalog/view/sales-representative-solution/,Yes,Yes,"A, B, P",Pre-packaged Job Solutions,,"The Sales Representative solution is for entry-level sales positions in which employees proactively sell products to customers and have their pay and/or performance based on sales revenue. Sample tasks for these jobs include, but are not limited to: promoting products to customers, persuading customers to buy products, and completing a transaction with a customer. Potential job titles that use this solution are: Sales Representative, Sales Associate, and Sales Clerk. Multiple configurations of this solution are available.",Not specified,"English (USA),","Entry-Level,",Approximate Completion Time in minutes = 29,"[{'title': 'Fact Sheet Sales Representative One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact%20Sheet%20Sales%20Representative%20One%20Sitting%20_USE.pdf', 'language': 'English (USA)'}]",Sales Representative Solution
Sales Supervisor Solution,https://www.shl.com/solutions/products/product-catalog/view/sales-supervisor-solution/,Yes,Yes,"A, B, P",Pre-packaged Job Solutions,,"The Sales Supervisor solution is an assessment used for job candidates applying to entry-level sales leadership positions that generally supervise employees and have a significant portion of their job performance based on sales. Sample tasks for these jobs include, but are not limited to: planning and preparing work schedules, promoting products to customers; training subordinates; building ongoing customer relationships; and making day-to-day decisions with minimal guidance from others. Potential job titles that use this solution are: Assistant Sales Manager and Sales Supervisor. Multiple configurations of this solution are available.",Not specified,"English (USA),","Front Line Manager, Manager, Supervisor,",Approximate Completion Time in minutes = 38,"[{'title': 'Fact Sheet Sales Supervisor One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact%20Sheet%20Sales%20Supervisor%20One%20Sitting%20_USE.pdf', 'language': 'English (USA)'}]",Sales Supervisor Solution
Sales Support Specialist Solution,https://www.shl.com/solutions/products/product-catalog/view/sales-support-specialist-solution/,Yes,Yes,"A, B, P",Pre-packaged Job Solutions,,"The Sales Support Specialist solution is for entry to mid-level sales support positions in which employees work primarily under the guidance of an account manager or operations manager in support of client accounts. Sample tasks for these jobs include, but are not limited to: implementing customer orders, assisting with and coordinating activities, and utilizing processes to meet customer requirements. Potential job titles that use this solution are: Implementation Specialist, Project Assistant, and Sales Support Assistant. Multiple configurations of this solution are available.",Not specified,"English (USA),","Entry-Level,",Approximate Completion Time in minutes = 43,"[{'title': 'Fact Sheet Sales Support Specialist One Sitting _USE', 'url': 'https://service.shl.com/docs/Fact%20Sheet%20Sales%20Support%20Specialist%20One%20Sitting%20_USE.pdf', 'language': 'English (USA)'}]",Sales Support Specialist Solution
Senior Insurance Agent Solution,https://www.shl.com/solutions/products/product-catalog/view/senior-insurance-agent-solution/,Yes,No,"A, B, P",Pre-packaged Job Solutions,,"The Senior Insurance Agent solution is for senior-level professional positions in the insurance industry that sell a portfolio of insurance products, including property, casualty, automotive, health, and life. Sample tasks for this position include, but are not limited to: calling on policyholders to deliver and explain policies or suggest additions or changes; calculating premiums; customizing insurance programs to suit individual customers; ensuring policy requirements are fulfilled; and conferring with clients to obtain and provide information when claims are made on a policy. Potential job titles that use this solution are: Insurance Senior Sales Professional, Senior Producer, Insurance Sales Agent, and Insurance Agent. Multiple configurations of this solution are available.",Not specified,"English (USA),","Professional Individual Contributor,",Approximate Completion Time in minutes = 44,"[{'title': 'Product fact sheet', 'url': 'https://service.shl.com/docs/Fact%20Sheet_%20Senior%20Insurance%20Agent%20One%20Sitting_USE.pdf', 'language': 'English (USA)'}]",Senior Insurance Agent Solution
Senior Sales Professional Solution,https://www.shl.com/solutions/products/product-catalog/view/senior-sales-professional-solution/,Yes,Yes,"A, B, P",Pre-packaged Job Solutions,,"The Senior Sales Professional solution is for high-level sales positions in which employees proactively sell products to customers, develop relationships with new or existing customers, and have their pay and/or performance heavily based on sales revenue. Sample tasks for these jobs include, but are not limited to: promoting products to customers, consulting with and persuading customers to buy products, and building ongoing customer relationships. Potential job titles that use this solution are: Senior Sales Representative, Business Development Manager, and Senior Sales Consultant. Multiple configurations of this solution are available.",Not specified,"English (USA),","Professional Individual Contributor,",Approximate Completion Time in minutes = 42,"[{'title': 'Fact Sheet Senior Sales Professional One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact%20Sheet%20Senior%20Sales%20Professional%20One%20Sitting%20_USE.pdf', 'language': 'English (USA)'}]",Senior Sales Professional Solution
Server Solution,https://www.shl.com/solutions/products/product-catalog/view/server-solution/,Yes,Yes,"B, A, P",Pre-packaged Job Solutions,,"The Server solution is designed for entry-level positions in the hospitality industry. Sample tasks include greeting customers, taking customer food and drink orders and delivering food items to guests. The solution is focused on work ethic, customer focus and sales. Potential job titles that use this solution are: Server and Waiter/Waitress. Multiple configurations of this solution are available.",Not specified,"English (USA),","Entry-Level,",Approximate Completion Time in minutes = 40,"[{'title': 'Fact Sheet Hospitality Suite Server One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact%20Sheet%20Hospitality%20Suite%20Server%20One%20Sitting_USE.pdf', 'language': 'English (USA)'}]",Server Solution
Service Associate Solution,https://www.shl.com/solutions/products/product-catalog/view/service-associate-solution/,Yes,Yes,"A, B, P",Pre-packaged Job Solutions,,"The Service Associate is designed for entry-level positions that are primarily task focused but may include a customer service component. The solution covers a wide variety of support positions in the hospitality industry and sample tasks may include: cleaning hotel rooms, serving food at buffet lines, parking cars, and/or delivering food to hotel rooms. Potential job titles that use this solution are: Housekeeper, Buffet Server, Room Service Attendant, and Valet. Multiple configurations of this solution are available.",Not specified,"English (USA),","Entry-Level,",Approximate Completion Time in minutes = 38,"[{'title': 'Fact Sheet Hospitality Suite Service Associate One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact%20Sheet%20Hospitality%20Suite%20Service%20Associate%20One%20Sitting_USE.pdf', 'language': 'English (USA)'}]",Service Associate Solution
Service Supervisor Solution,https://www.shl.com/solutions/products/product-catalog/view/service-supervisor-solution/,Yes,Yes,"A, B, P",Pre-packaged Job Solutions,,"The Service Supervisor solution is designed for entry-level leadership positions in the hospitality industry that oversee hourly and salaried employees in customer facing positions (e.g. Front Desk Associate, Concierge, Guest Service Associate). Individuals in these roles perform many of hte duties of the employees they supervise. Sample tasks may include: assisting challenging guests, coaching employees on their customer service skills, taking corrective action when an employee is performing poorly, and monitoring employees to assess the satisfactory completion of tasks. Potential job titles that use this solution are: Front Desk Manager, Guest Services Supervisor, and Front Desk Supervisor. Multiple configurations of this solution are available.",Not specified,"English (USA),","Front Line Manager, Manager, Supervisor,",Approximate Completion Time in minutes = 48,"[{'title': 'Fact Sheet Hospitality Suite Service Supervisor One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact%20Sheet%20Hospitality%20Suite%20Service%20Supervisor%20One%20Sitting_USE.pdf', 'language': 'English (USA)'}]",Service Supervisor Solution
Stock Clerk Solution,https://www.shl.com/solutions/products/product-catalog/view/stock-clerk-solution/,Yes,No,"A, B, P",Pre-packaged Job Solutions,,"The Stock Clerk solution is for entry-level retail positions in which employees work primarily in the stockroom handling incoming and outgoing shipment and keeping the sales floor fully stocked. Sample tasks for these jobs include, but are not limited to: unload product shipment, maintain stockroom organization, replenish supplies and products on the sales floor, and process outgoing shipments. Potential job titles that use this solution are: Stock Clerk, Inventory Associate, and Warehouse Associate. Multiple configurations of this solution are available.",Not specified,"English (USA),","Entry-Level,",Approximate Completion Time in minutes = 25,"[{'title': 'Fact Sheet Stock Clerk One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact%20Sheet%20Stock%20Clerk%20One%20Sitting%20_USE.pdf', 'language': 'English (USA)'}]",Stock Clerk Solution
Store Manager 7.0 Solution,https://www.shl.com/solutions/products/product-catalog/view/store-manager-7-0-solution/,Yes,No,"B, C",Pre-packaged Job Solutions,,"Our Store Manager 7.0 solution is designed for candidates applying to entry-level leadership positions who tend to supervise hourly employees in a retail or restaurant setting. Sample tasks for these jobs include, but are not limited to: planning and preparing work schedules, assigning employees to specific duties; coaching employees on attendance, conduct, schedule adherence, and work tasks, developing employees' skills; training subordinates; prioritizing multiple tasks and priorities; and making day-to-day decisions with minimal guidance from others.
Report Language Availability: English (USA), Latin American Spanish.",Not specified,"English (USA), English International, French (Canada), Latin American Spanish,","Front Line Manager, Manager,",Approximate Completion Time in minutes = 34,"[{'title': 'Sample Report – Detailed', 'url': 'https://service.shl.com/docs/Store%20Manager%20Candidate%20Detailed%20Report%20NAS.pdf', 'language': 'Latin American Spanish'}, {'title': 'Sample Report – Development', 'url': 'https://service.shl.com/docs/Store%20Manager%20Candidate%20Development%20Report%20NAS.pdf', 'language': 'Latin American Spanish'}, {'title': 'Sample Report – Interview', 'url': 'https://service.shl.com/docs/Store%20Manager%20Candidate%20Interview%20Report%20NAS.pdf', 'language': 'Latin American Spanish'}, {'title': 'Sample Report – Detailed', 'url': 'https://service.shl.com/docs/Store%20Manager%207.0%20Detailed%20Report.pdf', 'language': 'English (USA)'}, {'title': 'Sample Report – Development', 'url': 'https://service.shl.com/docs/Store%20Manager%207.0%20Development%20Report.pdf', 'language': 'English (USA)'}, {'title': 'Sample Report – Interview', 'url': 'https://service.shl.com/docs/Store%20Manager%207.0%20Interview%20Report.pdf', 'language': 'English (USA)'}, {'title': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/StoreManager_7.0_FactSheet(USE).pdf', 'language': 'English (USA)'}]",Store Manager 7.0 Solution
Store Manager 7.1 (Americas),https://www.shl.com/solutions/products/product-catalog/view/store-manager-7-1-%28americas%29/,Yes,No,"B, C",Pre-packaged Job Solutions,,"Our Store Manager 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise hourly employees in a retail or restaurant setting. Sample tasks for these jobs include, but are not limited to: planning and preparing work schedules, assigning employees to specific duties; coaching employees on attendance, conduct, schedule adherence, and work tasks, developing employees' skills; training subordinates; prioritizing multiple tasks and priorities; and making day-to-day decisions with minimal guidance from others.",Not specified,"English (USA), Latin American Spanish, Portuguese (Brazil), French (Canada),","Front Line Manager, Manager,",Approximate Completion Time in minutes = 34,"[{'title': 'Candidate Report', 'url': 'https://service.shl.com/docs/StoreManager_7.1(Americas)_CandidateReport_CFR.pdf', 'language': 'French (Canada)'}, {'title': 'Detailed Report', 'url': 'https://service.shl.com/docs/StoreManager_7.1(Americas)_DetailedReport_CFR.pdf', 'language': 'French (Canada)'}, {'title': 'Interview Report', 'url': 'https://service.shl.com/docs/StoreManager_7.1(Americas)_InterviewReport_CFR.pdf', 'language': 'French (Canada)'}, {'title': 'Candidate Report', 'url': 'https://service.shl.com/docs/Store%20Manager%207.1(Americas)_Candidate%20Report_ELA.pdf', 'language': 'Latin American Spanish'}, {'title': 'Detailed Report', 'url': 'https://service.shl.com/docs/Store%20Manager%207.1(Americas)_Detailed%20Report_ELA.pdf', 'language': 'Latin American Spanish'}, {'title': 'Interview Report', 'url': 'https://service.shl.com/docs/Store%20Manager%207.1(Americas)_Interview%20Report_ELA.pdf', 'language': 'Latin American Spanish'}, {'title': 'Candidate Report', 'url': 'https://service.shl.com/docs/Store%20Manager%207.1(Americas)_Candidate%20Report_USE.pdf', 'language': 'English (USA)'}, {'title': 'Detailed Report', 'url': 'https://service.shl.com/docs/Store%20Manager%207.1(Americas)_Detailed%20Report_USE.pdf', 'language': 'English (USA)'}, {'title': 'Interview Report', 'url': 'https://service.shl.com/docs/Store%20Manager%207.1(Americas)_Interview%20Report_USE.pdf', 'language': 'English (USA)'}, {'title': 'Candidate Report', 'url': 'https://service.shl.com/docs/Store%20Manager%207.1(Americas)_CandidateReport_BRA.pdf', 'language': 'Portuguese (Brazil)'}, {'title': 'Detailed Report', 'url': 'https://service.shl.com/docs/Store%20Manager%207.1(Americas)_Detailed%20Report_BRA.pdf', 'language': 'Portuguese (Brazil)'}, {'title': 'Interview Report', 'url': 'https://service.shl.com/docs/Store%20Manager%207.1(Americas)_Interview%20Report_BRA.pdf', 'language': 'Portuguese (Brazil)'}]",Store Manager 7.1 (Americas)
Store Manager 7.1 (International),https://www.shl.com/solutions/products/product-catalog/view/store-manager-7-1-%28international%29/,Yes,No,"C, B",Pre-packaged Job Solutions,,"Our Store Manager 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise hourly employees in a retail or restaurant setting. Sample tasks for these jobs include, but are not limited to: planning and preparing work schedules, assigning employees to specific duties; coaching employees on attendance, conduct, schedule adherence, and work tasks, developing employees' skills; training subordinates; prioritizing multiple tasks and priorities; and making day-to-day decisions with minimal guidance from others.",Not specified,"Latin American Spanish, English International,","Front Line Manager, Manager,",Approximate Completion Time in minutes = 34,"[{'title': 'Candidate Report', 'url': 'https://service.shl.com/docs/Store%20Manager%207.1(International)_Candidate%20Report_UKE.pdf', 'language': 'English International'}, {'title': 'Detailed Report', 'url': 'https://service.shl.com/docs/Store%20Manager%207.1(International)_Detailed%20Report_UKE.pdf', 'language': 'English International'}, {'title': 'Interview Report', 'url': 'https://service.shl.com/docs/Store%20Manager%207.1(International)_Interview%20Report_UKE.pdf', 'language': 'English International'}, {'title': 'Candidate Report', 'url': 'https://service.shl.com/docs/Store%20Manager%207.1(International)_Candidate%20Report_LAS.pdf', 'language': 'Latin American Spanish'}, {'title': 'Detailed Report', 'url': 'https://service.shl.com/docs/Store%20Manager%207.1(International)_Detailed%20Report_LAS.pdf', 'language': 'Latin American Spanish'}, {'title': 'Interview Report', 'url': 'https://service.shl.com/docs/Store%20Manager%207.1(International)_Interview%20Report_LAS.pdf', 'language': 'Latin American Spanish'}]",Store Manager 7.1 (International)
Store Manager Solution,https://www.shl.com/solutions/products/product-catalog/view/store-manager-solution/,Yes,Yes,"A, B, P",Pre-packaged Job Solutions,,"The Store Manager solution is an assessment used for job candidates applying to entry-level leadership positions who tend to supervise hourly employees. Sample tasks for these jobs include, but are not limited to: planning and preparing work schedules, assigning employees to specific duties; coaching employees on attendance, conduct, schedule adherence, and work tasks, developing employees' skills ; training subordinates; prioritizing multiple tasks and priorities; and making day-to-day decisions with minimal guidance from others. Potential job titles that use this solution are: Store Manager, First Line Supervisor, Retail Manager, Restaurant Manager, and Customer Service Supervisor. Multiple configuration options of this solution are available.",Not specified,"English (USA),","Manager, Supervisor,",Approximate Completion Time in minutes = 49,"[{'title': 'Fact Sheet Store Manager One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact%20Sheet%20Store%20Manager%20One%20Sitting%20_USE.pdf', 'language': 'English (USA)'}]",Store Manager Solution
Supervisor - Short Form,https://www.shl.com/solutions/products/product-catalog/view/supervisor-short-form/,Yes,Yes,S,Pre-packaged Job Solutions,,"The Supervisor solution is an assessment used for job candidates applying to entry-level leadership positions who tend to supervise hourly employees. Sample tasks for these jobs include, but are not limited to:  planning and preparing work schedules, assigning employees to specific duties; coaching  employees on attendance, conduct, schedule adherence, and work tasks, developing employees' skills ; training subordinates; prioritizing multiple tasks  and priorities; and making  day-to-day decisions with minimal guidance from others. Potential job titles that use this solution are: Team Leader, First Line Supervisor, Call Center Supervisor, and Customer Service Supervisor.",Not specified,"English (USA),","Front Line Manager, Manager, Supervisor,",Approximate Completion Time in minutes = 57,"[{'title': 'Fact Sheet Supervisor One Sitting USE', 'url': 'https://service.shl.com/docs/Fact%20Sheet%20Supervisor%20One%20Sitting_UKE.pdf', 'language': 'English (USA)'}]",Supervisor - Short Form
Supervisor 7.0 Solution,https://www.shl.com/solutions/products/product-catalog/view/supervisor-7-0-solution/,Yes,No,"B, C",Pre-packaged Job Solutions,,"Our Supervisor 7.0 solution is designed for candidates applying to entry-level leadership positions who tend to supervise hourly employees. Sample tasks for these jobs include, but are not limited to: planning and preparing work schedules, assigning employees to specific duties; coaching employees on attendance, conduct, schedule adherence, and work tasks, developing employees' skills; training subordinates; prioritizing multiple tasks and priorities; and making day-to-day decisions with minimal guidance from others.
Report Language Availability: English (USA), Latin American Spanish.",Not specified,"English International, English (USA), French (Canada), Latin American Spanish,","Supervisor,",Approximate Completion Time in minutes = 32,"[{'title': 'Detailed Report', 'url': 'https://service.shl.com/docs/Supervisor7.0%20Candidate%20Detailed%20Report%20NAS.pdf', 'language': 'Latin American Spanish'}, {'title': 'Interview Report', 'url': 'https://service.shl.com/docs/Supervisor%20Candidate%20Interview%20Report%20NAS.pdf', 'language': 'Latin American Spanish'}, {'title': 'Sample Report (Development)', 'url': 'https://service.shl.com/docs/Supervisor7.0%20Candidate%20Development%20Report%20NAS.pdf', 'language': 'Latin American Spanish'}, {'title': 'Sample Report – Detailed', 'url': 'https://service.shl.com/docs/Supervisor%207.0%20Detailed%20Report.pdf', 'language': 'English (USA)'}, {'title': 'Sample Report – Interview', 'url': 'https://service.shl.com/docs/Supervisor%207.0%20Interview%20Report.pdf', 'language': 'English (USA)'}, {'title': 'Sample Report – Development', 'url': 'https://service.shl.com/docs/Supervisor%207.0%20Development%20Report.pdf', 'language': 'English (USA)'}, {'title': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Supervisor_7.0_FactSheet(USE).pdf', 'language': 'English (USA)'}]",Supervisor 7.0 Solution
Supervisor 7.1 (Americas),https://www.shl.com/solutions/products/product-catalog/view/supervisor-7-1-%28americas%29/,Yes,No,"B, C, P",Pre-packaged Job Solutions,,"Our Supervisor 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise hourly employees. Sample tasks for these jobs include, but are not limited to: planning and preparing work schedules, assigning employees to specific duties; coaching employees on attendance, conduct, schedule adherence, and work tasks, developing employees' skills; training subordinates; prioritizing multiple tasks and priorities; and making day-to-day decisions with minimal guidance from others.
Report Language Availability: English (USA), Canadian French, Brazilian Portuguese.
“IMPORTANT! Please note that you will need to select the correct package depending on which norm you intend to use. The package available for this product is International and Americas"".",Not specified,"Portuguese (Brazil), French (Canada), English (USA),","Front Line Manager, Supervisor,",Approximate Completion Time in minutes = 29,"[{'title': 'Candidate Report', 'url': 'https://service.shl.com/docs/Supervisor7.1_Americas_CandidateReport_CFR.pdf', 'language': 'French (Canada)'}, {'title': 'Detailed Report', 'url': 'https://service.shl.com/docs/Supervisor7.1_Americas_DetailedReport_CFR.pdf', 'language': 'French (Canada)'}, {'title': 'Interview Report', 'url': 'https://service.shl.com/docs/Supervisor7.1_Americas_InterviewReport_CFR.pdf', 'language': 'French (Canada)'}, {'title': 'Candidate Report', 'url': 'https://service.shl.com/docs/Supervisor7.1_Americas_CandidateReport_USE.pdf', 'language': 'English (USA)'}, {'title': 'Detailed Report', 'url': 'https://service.shl.com/docs/Supervisor7.1_Americas_DetailedReport_USE.pdf', 'language': 'English (USA)'}, {'title': 'Interview Report', 'url': 'https://service.shl.com/docs/Supervisor7.1_Americas_InterviewReport_USE.pdf', 'language': 'English (USA)'}, {'title': 'Candidate Report', 'url': 'https://service.shl.com/docs/Supervisor7.1_Americas_CandidateReport_PTBR.pdf', 'language': 'Portuguese (Brazil)'}, {'title': 'Detailed Report', 'url': 'https://service.shl.com/docs/Supervisor7.1_Americas_DetailedReport_PTBR.pdf', 'language': 'Portuguese (Brazil)'}, {'title': 'Interview Report', 'url': 'https://service.shl.com/docs/Supervisor7.1_Americas_InterviewReport_PTBR.pdf', 'language': 'Portuguese (Brazil)'}]",Supervisor 7.1 (Americas)
